Loan ID,Borrower ID,branch,Disbursement Date,Disbursement Amount,Savings,Salary,Interest Rate,n_guarantors,label,outcome
Loan2840493,Client157958,Nyagatare,2023-01-26,1450000,54630,98962,13,2,0,Normal
Loan2840608,Client49926,Nyagatare,2023-01-26,3570000,762218,251011,13,3,0,Normal
Loan2842908,Client28766,Rusizi,2023-01-27,2510000,714795,194081,13,3,0,Normal
Loan2842968,Client97345,Nyagatare,2023-01-27,1600000,96400,136135,13,3,0,Normal
Loan2843455,Client68866,Rusizi,2023-01-27,3840000,203805,254628,13,2,0,Normal
Loan2848805,Client31902,Gasabo,2023-02-02,6630000,959867,948858,14,3,0,Normal
Loan2849453,Client86985,HQ,2023-02-03,10000000,173858,255659,11,1,0,Normal
Loan2849768,Client86152,Nyagatare,2023-02-03,3490000,297938,427121,14,3,0,Normal
Loan2850294,Client120822,Nyagatare,2023-02-04,1530000,626763,89115,13,3,0,Normal
Loan2851307,Client132684,Rusizi,2023-02-06,1920000,388033,124019,13,3,0,Normal
Loan2852019,Client48112,Nyagatare,2023-02-07,1500000,64996,114832,13,3,0,Normal
Loan2852492,Client169255,Nyamagabe,2023-02-08,3440000,122467,168593,13,3,1,Written off
Loan2855598,Client43182,Kicukiro,2023-02-15,2550000,-66621,246842,14,2,0,Normal
Loan2855612,Client161170,Rusizi,2023-02-15,3500000,538077,250805,13,2,0,Normal
Loan2855646,Client188481,Gasabo,2023-02-15,3500000,432042,142922,14,3,1,Written off
Loan2855734,Client82168,Gasabo,2023-02-15,520000,138911,249833,14,2,0,Normal
Loan2855736,Client140626,Rubavu,2023-02-15,3500000,156099,238836,13,2,0,Normal
Loan2855741,Client188338,Gasabo,2023-02-15,2770000,379315,308414,13,3,0,Normal
Loan2855745,Client29839,Kicukiro,2023-02-15,2240000,1143784,146425,13,2,0,Normal
Loan2855746,Client58555,Nyagatare,2023-02-15,3400000,133673,226317,13,3,0,Normal
Loan2855750,Client117974,Rubavu,2023-02-15,1573000,194305,123494,13,3,0,Normal
Loan2855752,Client157979,Nyagatare,2023-02-15,1530000,58587,114832,13,3,0,Normal
Loan2855756,Client108111,HQ,2023-02-15,5250000,975956,287270,13,1,0,Normal
Loan2855800,Client51493,Nyagatare,2023-02-15,2600000,116968,247955,14,3,0,Normal
Loan2855810,Client82371,Gasabo,2023-02-15,3500000,380377,228865,14,2,0,Normal
Loan2855823,Client170336,Nyagatare,2023-02-15,1460000,234652,109763,13,3,0,Normal
Loan2855827,Client170822,Nyagatare,2023-02-15,3420000,122864,244108,13,2,0,Normal
Loan2855829,Client100811,Gasabo,2023-02-15,2000000,451820,704275,14,3,0,Normal
Loan2855937,Client47209,Rutsiro,2023-02-16,1848000,121028,143432,13,3,0,Normal
Loan2855951,Client64365,Rutsiro,2023-02-16,1750000,551136,113648,13,2,0,Normal
Loan2855998,Client143799,Kicukiro,2023-02-16,1550000,47214,120889,13,2,0,Normal
Loan2856009,Client99534,Rutsiro,2023-02-16,2920000,767847,215165,13,2,0,Normal
Loan2856061,Client121069,Nyamagabe,2023-02-16,3360000,226765,248106,13,3,0,Normal
Loan2856064,Client135527,Rutsiro,2023-02-16,3500000,198861,295308,13,3,0,Normal
Loan2856096,Client158096,Ngororero,2023-02-16,1500000,155216,96370,13,2,0,Normal
Loan2856101,Client132446,Nyarugenge,2023-02-16,1600000,228005,103063,13,2,0,Normal
Loan2856111,Client157786,Ngororero,2023-02-16,1450000,173387,127531,13,2,0,Normal
Loan2856122,Client157229,Nyagatare,2023-02-16,1530000,75569,98962,13,3,0,Normal
Loan2856147,Client158139,Ngororero,2023-02-16,1200000,84153,107232,13,2,0,Normal
Loan2856156,Client158145,Ngororero,2023-02-16,1500000,115578,109082,13,2,0,Normal
Loan2856166,Client81134,Gasabo,2023-02-16,1740000,72894,113648,13,3,0,Normal
Loan2856174,Client106565,Nyamagabe,2023-02-16,3500000,1187761,322227,13,2,0,Normal
Loan2856175,Client66176,Ngororero,2023-02-16,2700000,686886,178287,13,3,0,Normal
Loan2856178,Client140911,Gasabo,2023-02-16,3500000,377429,378133,14,3,0,Normal
Loan2856184,Client110510,Kicukiro,2023-02-16,1550000,55696,101120,13,2,0,Normal
Loan2856188,Client149800,Nyanza,2023-02-16,1370000,124115,87691,13,2,0,Normal
Loan2856197,Client59647,Ngororero,2023-02-16,3000000,647139,203115,13,3,0,Normal
Loan2856209,Client149112,Rutsiro,2023-02-16,3350000,113428,271185,13,2,0,Normal
Loan2856232,Client65220,Rusizi,2023-02-16,3500000,1404042,255238,13,1,0,Normal
Loan2856237,Client137077,Kicukiro,2023-02-16,1550000,35647,109314,13,2,0,Normal
Loan2856244,Client10131,Nyamagabe,2023-02-16,1800000,143216,158557,14,3,0,Normal
Loan2856256,Client108158,Nyamagabe,2023-02-16,1610000,60831,127081,13,2,0,Normal
Loan2856272,Client131370,Nyarugenge,2023-02-16,1130000,136231,122147,13,2,0,Normal
Loan2856284,Client123541,Kicukiro,2023-02-16,1550000,282500,101543,13,2,0,Normal
Loan2856287,Client52495,Rutsiro,2023-02-16,3500000,1223834,303973,13,3,0,Normal
Loan2856313,Client156768,Gasabo,2023-02-16,1570000,264982,116754,13,2,0,Normal
Loan2856319,Client188620,Kicukiro,2023-02-16,1370000,148515,162063,14,3,0,Normal
Loan2856333,Client135583,Gasabo,2023-02-16,1570000,341301,101543,13,3,0,Normal
Loan2856341,Client129301,Ngororero,2023-02-16,1460000,69351,43284,13,2,0,Normal
Loan2856364,Client158021,Ngororero,2023-02-16,1500000,57694,97795,13,2,0,Normal
Loan2856371,Client150876,Nyagatare,2023-02-16,1530000,89537,98962,13,3,0,Normal
Loan2856376,Client125272,Kicukiro,2023-02-16,1550000,73658,101163,13,2,0,Normal
Loan2856389,Client126107,Kicukiro,2023-02-16,2800000,417215,228865,14,1,0,Normal
Loan2856395,Client97221,Rusizi,2023-02-16,3500000,858102,253520,13,3,0,Normal
Loan2856421,Client39593,Rubavu,2023-02-16,1870000,295189,139612,13,3,0,Normal
Loan2856430,Client120899,Rusizi,2023-02-16,2200000,314451,173195,13,3,0,Normal
Loan2856454,Client30032,Nyarugenge,2023-02-16,2500000,654677,164892,13,3,0,Normal
Loan2856476,Client9081,Gasabo,2023-02-16,2650000,834257,175000,13,3,0,Normal
Loan2856479,Client9522,Gasabo,2023-02-16,2980000,1333224,197458,13,3,0,Normal
Loan2856604,Client120931,Kicukiro,2023-02-17,1550000,95218,117639,13,3,0,Normal
Loan2856627,Client121168,Rubavu,2023-02-17,3500000,80543,285561,13,3,0,Normal
Loan2856663,Client10873,Rubavu,2023-02-17,2270000,108867,172458,13,2,0,Normal
Loan2856677,Client110720,Rusizi,2023-02-17,3430000,878889,231464,13,2,0,Normal
Loan2856712,Client4846,Gasabo,2023-02-17,2880000,312214,197526,14,3,0,Normal
Loan2856735,Client131885,Nyanza,2023-02-17,1480000,257493,95291,13,3,0,Normal
Loan2856739,Client145609,Rutsiro,2023-02-17,1600000,178545,103063,13,2,0,Normal
Loan2856747,Client148603,Nyanza,2023-02-17,1550000,272772,100041,13,3,0,Normal
Loan2856771,Client187627,Gasabo,2023-02-17,3500000,545863,228865,14,3,0,Normal
Loan2856773,Client132712,Nyanza,2023-02-17,1480000,326884,95291,13,3,0,Normal
Loan2856789,Client87681,Rutsiro,2023-02-17,1640000,98144,129234,13,2,0,Normal
Loan2856799,Client30459,Nyanza,2023-02-17,1640000,83532,128981,13,3,0,Normal
Loan2856812,Client94092,Rubavu,2023-02-17,3220000,627874,208774,13,3,0,Normal
Loan2856826,Client134398,Nyarugenge,2023-02-17,3000000,803608,155958,14,3,0,Normal
Loan2856839,Client108943,Nyarugenge,2023-02-17,3500000,1497429,285296,13,2,0,Normal
Loan2856840,Client123127,Nyanza,2023-02-17,1550000,75792,100041,13,3,0,Normal
Loan2856851,Client20159,Gasabo,2023-02-17,1720000,281324,119766,13,2,0,Normal
Loan2856872,Client129469,Ngororero,2023-02-17,1550000,309741,99809,13,3,0,Normal
Loan2856883,Client10986,Nyamagabe,2023-02-17,2080000,251303,164339,13,2,0,Normal
Loan2856928,Client157679,Gasabo,2023-02-17,1570000,61745,101543,13,2,0,Normal
Loan2856972,Client133938,Rubavu,2023-02-17,1600000,130912,101163,13,3,0,Normal
Loan2856978,Client118429,Rubavu,2023-02-17,1200000,90743,128981,13,3,0,Normal
Loan2856979,Client84443,Rutsiro,2023-02-17,2500000,132056,180366,13,3,0,Normal
Loan2857007,Client140948,Nyamagabe,2023-02-17,1550000,86911,100515,13,2,0,Normal
Loan2857031,Client66182,Ngororero,2023-02-17,1700000,64807,107515,13,2,0,Normal
Loan2857046,Client54637,Nyamagabe,2023-02-17,1800000,177790,142508,13,3,0,Normal
Loan2857054,Client109270,Ngororero,2023-02-17,3000000,1447519,227352,13,3,0,Normal
Loan2857056,Client158954,Kicukiro,2023-02-17,1200000,455225,121982,14,3,0,Normal
Loan2857086,Client91909,Ngororero,2023-02-17,1600000,261962,124484,13,3,0,Normal
Loan2857091,Client145994,Rusizi,2023-02-17,3320000,118577,263361,13,3,0,Normal
Loan2857120,Client164729,Kicukiro,2023-02-17,1570000,84849,114832,13,3,0,Normal
Loan2857134,Client23228,Kicukiro,2023-02-17,3500000,573386,233525,14,2,0,Normal
Loan2857139,Client40750,Nyamagabe,2023-02-17,1780000,296742,140608,13,2,0,Normal
Loan2857144,Client142004,Ngororero,2023-02-17,1550000,121679,101120,13,3,0,Normal
Loan2857152,Client45705,Rusizi,2023-02-17,1835000,778856,119251,13,3,0,Normal
Loan2857154,Client78239,Nyamagabe,2023-02-17,3370000,1025068,265736,13,2,0,Normal
Loan2857209,Client142075,Ngororero,2023-02-17,3400000,536744,274185,13,2,0,Normal
Loan2857242,Client40397,Nyarugenge,2023-02-17,2020000,634291,131949,13,2,0,Normal
Loan2857267,Client133970,Ngororero,2023-02-17,1550000,328155,100046,13,3,0,Normal
Loan2857270,Client16580,Nyanza,2023-02-17,3440000,1049738,276855,13,2,0,Normal
Loan2857275,Client16942,Ngororero,2023-02-17,1800000,1108860,147903,13,3,0,Normal
Loan2857277,Client18454,Gasabo,2023-02-17,3500000,1941302,493961,14,2,0,Normal
Loan2857296,Client169157,Nyagatare,2023-02-17,3500000,681549,225539,13,2,0,Normal
Loan2857323,Client102039,Gasabo,2023-02-17,1660000,238134,108009,13,2,0,Normal
Loan2857331,Client160445,Gasabo,2023-02-17,1570000,220151,115938,13,2,0,Normal
Loan2857336,Client178990,Gasabo,2023-02-17,1170000,183390,170000,14,2,0,Normal
Loan2857344,Client166779,Gasabo,2023-02-17,1600000,184420,107000,13,3,0,Normal
Loan2857345,Client168912,Gasabo,2023-02-17,1600000,70750,111775,13,3,0,Normal
Loan2857355,Client34446,Gasabo,2023-02-17,2730000,106531,215894,13,3,0,Normal
Loan2857358,Client156035,Gasabo,2023-02-17,1570000,60479,116257,13,3,0,Normal
Loan2857440,Client91971,Kicukiro,2023-02-18,3500000,406857,271436,13,2,0,Normal
Loan2857546,Client118155,Nyamagabe,2023-02-18,2700000,607425,182519,13,2,0,Normal
Loan2857902,Client139068,Rusizi,2023-02-20,3500000,793614,232889,13,3,0,Normal
Loan2857908,Client158069,Nyagatare,2023-02-20,1530000,320848,98962,13,3,0,Normal
Loan2857926,Client155412,Nyagatare,2023-02-20,1530000,253064,98962,13,3,0,Normal
Loan2857928,Client164746,Rubavu,2023-02-20,1600000,127467,101163,13,2,0,Normal
Loan2857988,Client119843,Gasabo,2023-02-20,2200000,571230,227060,14,3,0,Normal
Loan2858011,Client116924,Nyanza,2023-02-20,3500000,990071,250218,13,2,0,Normal
Loan2858021,Client30225,Gasabo,2023-02-20,2380000,1142185,138966,13,2,0,Normal
Loan2858030,Client163931,Rutsiro,2023-02-20,2770000,99080,165905,13,2,0,Normal
Loan2858035,Client148944,Kicukiro,2023-02-20,1500000,325327,122389,13,3,0,Normal
Loan2858064,Client155319,Nyagatare,2023-02-20,1530000,36245,98962,13,3,0,Normal
Loan2858076,Client141417,Nyagatare,2023-02-20,2350000,148361,175915,13,3,0,Normal
Loan2858079,Client141153,Rubavu,2023-02-20,1522500,99167,245306,13,3,0,Normal
Loan2858087,Client34708,Rubavu,2023-02-20,1600000,52350,122318,13,3,0,Normal
Loan2858093,Client47958,Ngororero,2023-02-20,2600000,159204,212261,13,1,0,Normal
Loan2858095,Client165070,Kicukiro,2023-02-20,1500000,49852,108657,13,3,0,Normal
Loan2858117,Client125303,Nyarugenge,2023-02-20,1500000,254849,243941,13,2,0,Normal
Loan2858136,Client120853,Ngororero,2023-02-20,1550000,219589,99809,13,2,0,Normal
Loan2858145,Client99269,Nyarugenge,2023-02-20,1690000,61905,124335,13,3,0,Normal
Loan2858184,Client158374,Ngororero,2023-02-20,1000000,324825,101120,13,3,0,Normal
Loan2858186,Client100799,Gasabo,2023-02-20,2980000,183438,240880,13,3,0,Normal
Loan2858196,Client23353,Rubavu,2023-02-20,1870000,662319,111486,13,2,0,Normal
Loan2858202,Client122138,Nyamagabe,2023-02-20,3440000,333553,227719,13,3,0,Normal
Loan2858217,Client3145,Nyanza,2023-02-20,2000000,631677,153177,13,2,0,Normal
Loan2858223,Client157938,Ngororero,2023-02-20,1570000,42293,113082,13,3,0,Normal
Loan2858237,Client128988,Gasabo,2023-02-20,2400000,139673,180700,13,3,0,Normal
Loan2858240,Client172441,Ngororero,2023-02-20,1570000,78724,103063,13,2,0,Normal
Loan2858241,Client142056,Nyamagabe,2023-02-20,2390000,457519,156722,13,2,0,Normal
Loan2858256,Client164650,Rusizi,2023-02-20,3470000,59746,247320,13,2,0,Normal
Loan2858262,Client163288,Nyamagabe,2023-02-20,1420000,73583,108667,13,2,0,Normal
Loan2858266,Client163392,Ngororero,2023-02-20,2740000,156510,198549,13,2,0,Normal
Loan2858278,Client161701,Rutsiro,2023-02-20,1570000,87236,117639,13,2,0,Normal
Loan2858294,Client123339,Ngororero,2023-02-20,1130000,270155,99809,13,3,0,Normal
Loan2858313,Client150863,Rusizi,2023-02-20,1555000,99609,100645,13,2,0,Normal
Loan2858319,Client144846,Rubavu,2023-02-20,1600000,150593,96413,13,3,0,Normal
Loan2858323,Client47268,Ngororero,2023-02-20,1720000,277367,111571,13,3,0,Normal
Loan2858326,Client11455,Gasabo,2023-02-20,3500000,834371,253807,13,3,0,Normal
Loan2858327,Client168418,Nyanza,2023-02-20,1550000,288677,132810,13,2,0,Normal
Loan2858333,Client155745,Gasabo,2023-02-20,1570000,62773,101543,13,3,0,Normal
Loan2858337,Client41630,Nyarugenge,2023-02-20,2370000,191213,242145,13,2,0,Normal
Loan2858345,Client61485,Kicukiro,2023-02-20,2550000,403598,281500,14,3,1,Written off
Loan2858347,Client98796,Gasabo,2023-02-20,3500000,602537,264875,13,3,0,Normal
Loan2858349,Client147473,Rubavu,2023-02-20,1600000,38459,122544,13,3,0,Normal
Loan2858359,Client149265,Nyanza,2023-02-20,1550000,192927,100041,13,3,0,Normal
Loan2858367,Client158291,Ngororero,2023-02-20,1550000,122786,102545,13,3,0,Normal
Loan2858380,Client159065,Rutsiro,2023-02-20,1570000,34716,108338,13,2,0,Normal
Loan2858388,Client139140,Gasabo,2023-02-20,2500000,653785,271381,13,3,0,Normal
Loan2858390,Client117896,Nyarugenge,2023-02-20,1690000,249196,114206,13,2,0,Normal
Loan2858393,Client124151,Nyanza,2023-02-20,1550000,73490,100041,13,3,0,Normal
Loan2858397,Client110549,Rubavu,2023-02-20,3000000,181929,263260,13,3,0,Normal
Loan2858411,Client165818,Kicukiro,2023-02-20,1570000,38452,114832,13,3,0,Normal
Loan2858415,Client65136,Rusizi,2023-02-20,3450000,976782,244515,13,3,0,Normal
Loan2858416,Client157148,Nyagatare,2023-02-20,1460000,142865,94212,13,2,0,Normal
Loan2858433,Client127465,Rubavu,2023-02-20,1573000,208851,101543,13,2,0,Normal
Loan2858438,Client62520,Nyarugenge,2023-02-20,3500000,1158623,281031,13,2,0,Normal
Loan2858443,Client100670,Rubavu,2023-02-20,3220000,1226756,204499,13,3,0,Normal
Loan2858446,Client155326,Nyagatare,2023-02-20,1530000,75076,98962,13,3,0,Normal
Loan2858455,Client110736,Ngororero,2023-02-20,1600000,185704,127981,13,2,0,Normal
Loan2858465,Client171304,Nyagatare,2023-02-20,1530000,65435,114513,13,3,0,Normal
Loan2858479,Client143506,Rubavu,2023-02-20,1600000,3393,123710,13,3,0,Normal
Loan2858482,Client158509,Ngororero,2023-02-20,1550000,327192,101120,13,3,0,Normal
Loan2858489,Client91140,Rubavu,2023-02-20,3500000,537366,305470,13,2,0,Normal
Loan2858491,Client72696,Gasabo,2023-02-20,3360000,1248951,223053,13,3,0,Normal
Loan2858510,Client132049,Rusizi,2023-02-20,2740000,241502,185092,13,2,0,Normal
Loan2858542,Client173050,Rusizi,2023-02-20,1500000,680157,229132,14,2,0,Normal
Loan2858545,Client65296,Rusizi,2023-02-20,1570000,53635,102545,13,3,0,Normal
Loan2858682,Client109415,Rubavu,2023-02-21,3345000,745417,221153,13,3,0,Normal
Loan2858718,Client147120,Rubavu,2023-02-21,1600000,57579,112046,13,3,0,Normal
Loan2858723,Client154437,Gasabo,2023-02-21,1500000,32769,101395,13,2,0,Normal
Loan2858736,Client80684,Nyarugenge,2023-02-21,3200000,1929379,944400,14,2,0,Normal
Loan2858751,Client170612,Nyagatare,2023-02-21,1450000,270627,94212,13,3,0,Normal
Loan2858758,Client140160,Nyanza,2023-02-21,1480000,60757,117639,13,2,0,Normal
Loan2858784,Client3313,Ngororero,2023-02-21,1970000,166802,151570,13,3,0,Normal
Loan2858799,Client164711,Nyarugenge,2023-02-21,3060000,48881,228865,14,3,0,Normal
Loan2858815,Client138832,Gasabo,2023-02-21,1100000,122675,101395,13,3,0,Normal
Loan2858828,Client103733,Nyagatare,2023-02-21,3420000,123097,249380,13,2,0,Normal
Loan2858833,Client165720,Rutsiro,2023-02-21,1570000,83821,114038,13,2,0,Normal
Loan2858842,Client50772,Gasabo,2023-02-21,1920000,542017,150712,13,4,0,Normal
Loan2858864,Client142297,Nyamagabe,2023-02-21,2620000,528770,172013,13,2,0,Normal
Loan2858865,Client118009,Rusizi,2023-02-21,1620000,121311,123186,13,3,0,Normal
Loan2858868,Client163695,Gasabo,2023-02-21,1360000,226947,93615,14,2,0,Normal
Loan2858895,Client157688,Gasabo,2023-02-21,1570000,73613,115938,13,3,0,Normal
Loan2858900,Client145897,Rubavu,2023-02-21,1600000,220362,122621,13,2,0,Normal
Loan2858908,Client1819,Rubavu,2023-02-21,2345000,313410,228865,14,2,0,Normal
Loan2858912,Client160868,Nyanza,2023-02-21,1550000,94904,100041,13,3,0,Normal
Loan2858929,Client60998,Nyagatare,2023-02-21,1800000,384413,142199,13,2,0,Normal
Loan2858965,Client28305,Nyamagabe,2023-02-21,2250000,347289,157574,13,3,0,Normal
Loan2858974,Client165282,Kicukiro,2023-02-21,700000,376166,105863,13,3,0,Normal
Loan2858976,Client148608,Nyanza,2023-02-21,1550000,63201,114513,13,2,0,Normal
Loan2858999,Client157614,Gasabo,2023-02-21,1500000,224209,96793,13,2,0,Normal
Loan2859005,Client16220,Kicukiro,2023-02-21,2350000,247434,204883,14,3,0,Normal
Loan2859018,Client101024,Nyanza,2023-02-21,1500000,271850,99276,13,2,0,Normal
Loan2859043,Client26119,Gasabo,2023-02-21,2120000,295650,165421,13,2,0,Normal
Loan2859046,Client146901,Rubavu,2023-02-21,1600000,29866,122544,13,2,0,Normal
Loan2859049,Client76732,Nyanza,2023-02-21,1260000,262509,164614,14,3,0,Normal
Loan2859073,Client80038,Nyamagabe,2023-02-21,1400000,344232,134235,13,2,0,Normal
Loan2859085,Client137094,Kicukiro,2023-02-21,1570000,214163,101638,13,3,0,Normal
Loan2859087,Client91775,Nyanza,2023-02-21,1730000,77518,111947,13,2,0,Normal
Loan2859095,Client16771,Rubavu,2023-02-21,2000000,976605,107377,13,3,0,Normal
Loan2859113,Client162587,Rutsiro,2023-02-21,1550000,313783,101543,13,2,0,Normal
Loan2859126,Client42998,Rutsiro,2023-02-21,1900000,374867,125730,13,3,0,Normal
Loan2859131,Client166273,Rusizi,2023-02-21,1560000,110283,114832,13,3,0,Normal
Loan2859135,Client122197,Gasabo,2023-02-21,2640000,653582,191841,13,3,0,Normal
Loan2859153,Client359,Rusizi,2023-02-21,3480000,190242,231464,13,3,0,Normal
Loan2859162,Client38740,Kicukiro,2023-02-21,1660000,544542,102329,13,2,0,Normal
Loan2859167,Client146672,Rutsiro,2023-02-21,1570000,154784,116844,13,2,0,Normal
Loan2859376,Client147590,Rubavu,2023-02-22,1600000,28539,117396,13,3,0,Normal
Loan2859380,Client2035,Rubavu,2023-02-22,3500000,1641014,276161,13,2,0,Normal
Loan2859416,Client120460,Rutsiro,2023-02-22,1500000,482558,101543,13,2,0,Normal
Loan2859426,Client99434,Nyamagabe,2023-02-22,1720000,276168,110462,13,2,0,Normal
Loan2859486,Client40425,Ngororero,2023-02-22,1800000,834320,117514,13,3,0,Normal
Loan2859564,Client163670,Gasabo,2023-02-22,2100000,561920,388628,14,3,0,Normal
Loan2859580,Client87598,Rusizi,2023-02-22,1740000,203418,112689,13,2,0,Normal
Loan2859616,Client163403,Ngororero,2023-02-22,1570000,127299,114424,13,2,0,Normal
Loan2859617,Client8938,Rubavu,2023-02-22,2530000,144180,187311,13,2,0,Normal
Loan2859627,Client161716,Rusizi,2023-02-22,1455000,55687,93520,13,2,0,Normal
Loan2859651,Client132326,Nyagatare,2023-02-22,1530000,52555,114513,13,3,0,Normal
Loan2859692,Client119610,Rubavu,2023-02-22,1690000,508471,128917,13,2,0,Normal
Loan2859694,Client108488,Nyagatare,2023-02-22,2600000,469690,184969,13,2,0,Normal
Loan2859705,Client155503,Nyagatare,2023-02-22,1530000,145415,98962,13,3,0,Normal
Loan2859714,Client97218,Nyanza,2023-02-22,1730000,101753,128522,13,3,0,Normal
Loan2859737,Client160862,Nyanza,2023-02-22,1550000,312334,135605,13,2,0,Normal
Loan2859741,Client132364,Nyagatare,2023-02-22,1530000,326018,98962,13,2,0,Normal
Loan2859746,Client143670,Rubavu,2023-02-22,1600000,50963,101163,13,2,0,Normal
Loan2859818,Client188291,Gasabo,2023-02-22,1370000,99516,91154,13,3,0,Normal
Loan2859838,Client33036,Ngororero,2023-02-22,3500000,3044978,325834,13,2,0,Normal
Loan2859841,Client12072,Nyanza,2023-02-22,1830000,166213,144537,13,2,0,Normal
Loan2859881,Client50501,Rubavu,2023-02-22,1750000,173887,135548,13,3,0,Normal
Loan2859898,Client134170,Ngororero,2023-02-22,2250000,290943,147697,13,2,0,Normal
Loan2859907,Client164923,Rusizi,2023-02-22,3400000,119332,230380,13,3,0,Normal
Loan2859923,Client165424,Kicukiro,2023-02-22,1420000,148390,122389,13,3,0,Normal
Loan2859926,Client16636,Rusizi,2023-02-22,2460000,737175,188941,13,3,0,Normal
Loan2859928,Client171220,Nyagatare,2023-02-22,1530000,100698,113885,13,3,0,Normal
Loan2859979,Client16774,Ngororero,2023-02-22,1840000,96997,147903,13,2,0,Normal
Loan2859987,Client161846,Rutsiro,2023-02-22,2600000,223892,193044,13,4,0,Normal
Loan2860004,Client42859,Rutsiro,2023-02-22,1750000,526569,113648,13,2,0,Normal
Loan2860027,Client166744,Rutsiro,2023-02-22,1570000,75148,110307,13,3,0,Normal
Loan2860036,Client5372,Rusizi,2023-02-22,2120000,892265,163442,13,2,0,Normal
Loan2860050,Client163055,Gasabo,2023-02-22,1570000,96706,105013,13,2,0,Normal
Loan2860070,Client170593,Nyagatare,2023-02-22,3420000,71579,218940,13,3,0,Normal
Loan2860088,Client123346,Nyarugenge,2023-02-22,1790000,605679,194922,14,2,0,Normal
Loan2860101,Client82973,Rusizi,2023-02-22,1740000,209536,136164,13,3,0,Normal
Loan2860122,Client166835,Rusizi,2023-02-22,1590000,46455,121914,13,2,0,Normal
Loan2860155,Client166049,Rusizi,2023-02-22,1555000,54472,115938,13,2,0,Normal
Loan2860310,Client88902,Rutsiro,2023-02-23,1610000,79790,239765,13,2,0,Normal
Loan2860312,Client18455,Rubavu,2023-02-23,2770000,104855,209299,13,3,0,Normal
Loan2860344,Client166946,Gasabo,2023-02-23,3500000,830415,312110,14,2,0,Normal
Loan2860378,Client59709,Nyanza,2023-02-23,3340000,520582,223700,13,2,0,Normal
Loan2860440,Client169859,Nyagatare,2023-02-23,1460000,54657,98897,13,3,0,Normal
Loan2860511,Client170713,Nyagatare,2023-02-23,3100000,1274580,199219,13,2,0,Normal
Loan2860526,Client15569,Rutsiro,2023-02-23,1870000,174876,147199,13,2,0,Normal
Loan2860548,Client158299,Ngororero,2023-02-23,1490000,155202,97795,13,2,0,Normal
Loan2860556,Client54868,Rubavu,2023-02-23,1770000,242542,112993,13,2,0,Normal
Loan2860601,Client142325,Nyamagabe,2023-02-23,3500000,740305,229845,13,3,0,Normal
Loan2860626,Client57577,Rusizi,2023-02-23,2825000,229153,228865,14,3,0,Normal
Loan2860635,Client67144,Ngororero,2023-02-23,3500000,524026,276058,13,2,0,Normal
Loan2860644,Client167274,Rubavu,2023-02-23,1600000,46203,114949,13,3,0,Normal
Loan2860651,Client172754,Ngororero,2023-02-23,1570000,60237,106409,13,2,0,Normal
Loan2860683,Client142292,Nyagatare,2023-02-23,3490000,549065,237637,13,2,0,Normal
Loan2860692,Client119671,Nyagatare,2023-02-23,2680000,192391,239781,13,2,0,Normal
Loan2860698,Client46506,Rubavu,2023-02-23,1055000,329273,119086,13,2,0,Normal
Loan2860699,Client143547,Ngororero,2023-02-23,1570000,52699,116164,13,2,0,Normal
Loan2860716,Client163388,Ngororero,2023-02-23,2750000,368542,182220,13,3,0,Normal
Loan2860726,Client51150,Nyagatare,2023-02-23,1700000,423691,110730,13,2,0,Normal
Loan2860730,Client69295,Rutsiro,2023-02-23,1650000,148259,106523,13,3,0,Normal
Loan2860757,Client188251,Kicukiro,2023-02-23,1800000,63259,228865,14,3,0,Normal
Loan2860776,Client125799,Nyagatare,2023-02-23,1500000,69235,115739,13,3,0,Normal
Loan2860785,Client150389,Rusizi,2023-02-23,1435000,44243,100539,13,3,0,Normal
Loan2860786,Client62054,Kicukiro,2023-02-23,1740000,589420,135605,13,1,0,Normal
Loan2860791,Client76931,Gasabo,2023-02-23,2500000,406334,1095144,14,3,0,Normal
Loan2860817,Client141764,Gasabo,2023-02-23,3500000,998587,345850,14,2,0,Normal
Loan2860820,Client20559,Nyagatare,2023-02-23,3280000,1222902,216817,13,3,0,Normal
Loan2860846,Client101742,Nyagatare,2023-02-23,1200000,273502,105248,13,2,0,Normal
Loan2860855,Client143752,Rubavu,2023-02-23,1600000,58137,96413,13,3,0,Normal
Loan2860897,Client105466,Nyagatare,2023-02-23,2600000,785843,244630,13,2,0,Normal
Loan2860925,Client142280,Rubavu,2023-02-23,3028000,777706,228865,14,2,0,Normal
Loan2860932,Client126442,Nyamagabe,2023-02-23,1460000,101854,101711,13,2,0,Normal
Loan2860933,Client147444,Rubavu,2023-02-23,1500000,56754,123019,13,3,0,Normal
Loan2860934,Client84619,Nyarugenge,2023-02-23,2730000,457784,197541,13,2,0,Normal
Loan2860940,Client119661,Nyagatare,2023-02-23,1630000,60226,128522,13,2,0,Normal
Loan2860947,Client123213,Nyamagabe,2023-02-23,1520000,81964,270486,13,3,0,Normal
Loan2860970,Client11260,Rutsiro,2023-02-23,2100000,544438,138871,13,2,0,Normal
Loan2860991,Client172029,Nyagatare,2023-02-23,1530000,51198,113885,13,3,0,Normal
Loan2861027,Client147132,Rubavu,2023-02-23,1500000,137544,94513,13,2,0,Normal
Loan2861035,Client172576,Nyagatare,2023-02-23,1530000,45860,109265,13,2,0,Normal
